User Name,Review,Rating
Funny Boy Gaming,This is very old game 😡😡😡😡😡😡😡😡😡😡😡,1
Puma Youthreswaran,👌🏻👌🏻❤‍🔥,5
Mafia Raj,Nice,5
Anthony Lopez,great!,5
Jaycee Castañeda,Can you add clocktower potion in the league shop please. It would be much appreciated.,5
Kisankumar Jaiswar,Kishan Jaiswal,5
Mogamat Aqib Benjamin,Awesome,5
Talha Rayhan,This game is nice,5
Jiten Wahengbam,😜😜😜😜😁😏,5
sieja Nerzy,its a very good game i m rated 5 star👍👍👍,5
Brayden McCoy,LIFE CHANGING GAME,5
KingBasher Gaming,I LOVE THIS GAME,5
KOMAL PARMAR,Please give a option to exchange elixer into gems and gold into gems please thats y i rated 4 star,4
Parbat Ale,Old is gold,5
Saksham Gupta,Doesn't provide with a good base to attack,2
Akhilesh Tewari,Very good game☺😊,5
Rakib Sakib,Amazing game,5
Amit Mukhiya,Op,1
Jomar Gomez,Tangina nyo ibalik nyo mga account ko!,1
TRICKS OF FREE FIRE,Op,1
Juve,Good,5
Suraksha Gaur,Good game,5
Abhay Prasad,Super game,4
KAI THE INVINCIBLE,Garbage,1
Jeff Racer,It's way to slow and not enough resources to really build a decent clan. I keep having to surrender to exit with only one guy left and wait for 20-30mins destroying most buildings. There should be a fast forward for this. Otherwise it's just not worth waiting for. Unless you are using a multiple screens for other games you would rather play while it does it's thing. 🙄 Please fix!,3
Bhagyanand Gavandi,super game,5
Mir Fawad Shah,Perfect game. I played many game but COC is on another level❤️. I'm playing this game from last 7/8 years and I'm Th14 Maxed now. Really enjoying legend league and Top clans of the Global🌎. But one thing please add global chat again. Without global chat we feel board.🥲,5
Zohaib Raza,"It is a lovely game but it take long time to upgrade things otherwise it is a fantastic game , I love it",4
Deepak Patidar,Free fire khel,5
Chandani Tamang Thapa Mgr,This game is so good I like it,5
Akhilesh panwar,It is great game. But it would be more better if we have option to change the member between the war if the player have left the clan or may not be active for war,5
Alan Morie Racho Jr,Very Nice Game,5
Lheo Vlog,I love this game...,5
Sumit thakor Sumit thakor,Love game,5
kamrul hasan,5 years latter I'm back,5
Karthik Kumar Dhure,Very very nice game,5
Tuyay Yuan Gabriel Navarro,Poggirz experience requiem,5
Banashree Dash,I need your help sir. The builder number of builder base ( 1 ) is not enough for us . Please increase the number..🙏🙏,4
Bahar Sejahtera,no describe,5
Artcil Den,Good,5
amirmahdi darini,خخخخخ سگ ننتو بگاد خار مشنگ کص جدت سگ خارتو بخوره خیخیخیخیخ بالاتر بیناموس دبو ناموس خخ ای ناموس شل شل ناموس خار یله مشنگ ناموس نبینم شاخ شی الو ؟ کث نسلت تخخخخخ کص ننه؟ کص خار بدو بیناموس سگ ننتو بگاد سگ خارتو بگاد داش بیناموس کوشے بزغاله ناموس ناموس کون ناموس قاشقی ناموس کونی کص ناموس کجای خخخ کص نسل شل ننه شاش خار بکل بیناموث خخخخخخ کص خارت باع بالباش کص ننت سگ خار خخخ بدو بینم خخخ کص ننن بالا کص خار بالا کص ناموس بالا خخخخخخخخخ نثل سگ بدو بینم شاش ننه,1
zaw htet,Ok,5
MaoMao Gaming99,Nice game,4
RAJESH JAIN,Nice,5
Bernard Gelladuga Jr.,I successfully recovered my account but you did not left the ban in one of my account.,1
CS GAMING,Outstanding...!!!😍,5
Veerpal Singh,This game is very niceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5
King Waht,please back the global chat if you like,5
King Valentine,"i didnt recieve any verification code on my other accounts , this game is so fcng messi",1
Elain dirawi,In real it's very empressive play,5
Itlog Bugok,Nice game,4
liyon liju,Kollullla bro,5
Aadil Seyyd,Nice,5
D NAVEEN,Super game,5
Eduardo Dimas,Happy much to play with this and relieve my stress during my struggle,5
Sumit Mahi,WORLD BEST GAME,5
sonam chosphel,Like it,5
Seema Patil,I gave this game 5 star because it's so cool and it has no ads we can build a city and attack so I liked This game,5
khushi Sehrawat,in the next area where we go from boat so there also have to a clan war anyway this game is awesom,5
Maria Tapia,Doesn't update 😡,1
RISHABH KUMAR,Nice,5
Anish Dagor,Very good game,5
MD Jitu Hossain,Clash of Clash,1
يوسف غملوش,So creative,5
Jennie Vonn,"Good game, it really enjoys me while im in breaktime of my work and in my house.",5
Nitram Yadav,It is a intresting game,5
Saksham Verma,Gft,5
Radheshyam Panday,"JjjjJj9b 5e34इसेw वे,2",4
Sanjit Das,Osm,5
Elgiedream Gabule,I like this game❤️,1
Selvam kanish Selvam kanish,My favaurite,5
Egamer 9410,Honestly this game is amazing in every way the event the devs and the system of grinding,5
Jhopz accent David,Good game,5
Mr Ms,Good... im looking for an active clan is there any? 😅 peace,4
Bishal Biswas,OpPRO,5
Saraswati Mahato,Op game i like this game,5
Azell Alvaro,I'm tired on this unbalance game. I'm just a th8 and I'm attacking a higher th and I only got a 5 or less throphy even I get a 3 star on my 4 attack I only get 20 or less throphy. But when my village attack by a higher th level they reduce me 38 throphy. That's not fair because I'm straggling a lot cause their base is higher than mine and I only got a less throphy. Not balance unfair game. The fun game become borring because of this system.,1
Pardeep Singh,No. 2 in my best games but it is much time consumable so please reduce times of upgrades,5
Narender Singh,This is the best game,5
Dudu Asale,"quite a challenging game but we have a bug is error, hope you feel comfortable in this game",5
Pradeep Mahapatra,I give 5 star and thank you to supercell because this game is my favourite game ♥️♥️♥️♥️♥️,5
Sanjay Malakar,Op,5
wasim akram,this game is intresting,5
Mitra Limbu,Good game,5
TechStoryPH,Nice game!,5
Gautam Kalita,I really love this game..but the main problem is that in builder base u gave only one chance for vs battle with gold and elixer in 24 hrs .. if u give 2 chances a day then it will be fine .. otherwise the game is superb..,4
OFFICIAL Vishal,Just old game,5
TIKTOK MASHUP MIX,Okay its still good,5
Phuoc Le,Awesome 👍,5
Prince Kumar,Very long term game😅,1
Davidj Ard,Best game ever played,5
Arnold Arcibal,It's good,5
Ko Khant,not bad I like this game,4
Mehedi Hasan,Super,4
Johncedrick Roque,Sana mag like sakin ❤️❤️❤️,5
Kokoma Gg,This game make Mae Vai me,5
Abhinav Vihan,Good game,5
Vedant Malekar,Op,5
Kishor Ꮶhatri,Coc,5
Shiv shiv,op,5
Joicy Shibu,Nice game of playstore,5
Mark jonas Padlan,it's good to play,5
Glen Senecal,One star until you let players select what they want to attack first.,1
All in one gamers,These game is awesome I love to play this game Graphics improvement Best strategy game ever played,5
Md Miloy,Vala nah,3
Mahad Khattak,Best game ever 😍😍,5
Rajat Paithankar,great,4
Metom Doley,Best,5
Liza Masarate,Very nice game but in multiplayer battle is not same league and th,5
CWC Alexis,I give this 5 stars because it's a wander full game,5
sumit kumar,Best game,5
Lab2,Love this game♥️♥️♥️,5
A Yo,Sus,5
Mukesh. official.,Op,5
Mhel Udlao,I Love it,5
